,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
2097,2131,that thing you do!,8,6,2,71
2098,2132,battle of the sexes,2,10,7,53
2099,2133,slap shot,8,6,1,170
2100,2134,the apartment,8,6,0,52
2101,2135,the sisterhood of the traveling pants,8,6,0,52
2102,2136,mank,2,10,7,53
2103,2137,bridget jones's diary,8,6,0,52
2104,2138,do lok tin si,8,5,7,78
2105,2139,the 'burbs,8,3,4,89
2106,2140,reality bites,8,6,0,52
2107,2141,inside llewyn davis,8,6,2,71
2108,2142,the nanny diaries,8,6,0,52
2109,2143,"hail, caesar!",8,6,3,157
2110,2144,wimbledon,8,0,1,70
2111,2145,the guard,8,5,4,23
2112,2146,shakespeare in love,8,6,14,175
2113,2147,electric dreams,8,6,2,71
2114,2148,buffalo '66,8,6,0,52
2115,2149,pk,8,6,15,146
2116,2150,chasing amy,8,6,0,52
2117,2151,mickey blue eyes,8,5,0,52
2118,2152,the princess diaries 2: royal engagement,8,9,0,61
2119,2153,back to school,8,0,1,70
2120,2154,how the grinch stole christmas,8,9,13,18
2121,2155,moonstruck,8,6,0,52
2122,2156,trainwreck,8,6,0,52
2123,2157,airheads,8,5,2,191
2124,2158,heavyweights,8,6,9,91
2125,2159,splash,8,12,0,14
2126,2160,aquamarine,8,9,13,18
2127,2161,"good morning, vietnam",2,10,7,53
2128,2162,how to be single,8,6,0,52
2129,2163,the invention of lying,8,12,0,14
2130,2164,the longest ride,8,6,0,52
2131,2165,it's complicated,8,6,0,52
2132,2166,p.s. i love you,8,6,0,52
2133,2167,masterminds,2,10,5,97
2134,2168,destination wedding,8,6,0,52
2135,2169,angels in the outfield,8,9,13,18
2136,2170,super troopers,8,5,3,23
2137,2171,happiest season,8,5,7,78
2138,2172,a good year,8,6,0,52
2139,2173,spirited,8,9,6,189
2140,2174,shortbus,8,6,0,52
2141,2175,beautiful creatures,6,12,0,39
2142,2176,the green mile,5,6,13,141
2143,2177,twilight,6,12,0,39
2144,2178,mine,6,12,4,167
2145,2179,the age of adaline,6,12,0,39
2146,2180,the curious case of benjamin button,6,12,0,39
2147,2181,meet joe black,6,12,0,39
2148,2182,edward scissorhands,6,12,0,39
2149,2183,three thousand years of longing,6,12,0,39
2150,2184,kimi no na wa.,12,6,13,65
2151,2185,the shape of water,6,12,0,39
2152,2186,field of dreams,6,9,13,64
2153,2187,pan's labyrinth,6,12,12,173
2154,2188,willy wonka &amp; the chocolate factory,7,12,6,87
2155,2189,the lovely bones,6,12,4,167
2156,2190,it's a wonderful life,6,9,13,64
2157,2192,vanilla sky,10,3,0,149
2158,2193,ghost,6,12,0,39
2159,2194,coraline,12,6,9,32
2160,2195,the man from earth,6,12,3,37
2161,2196,guillermo del toro's pinocchio,12,6,9,32
2162,2197,perfume: the story of a murderer,5,6,13,141
2163,2198,mr. nobody,6,12,0,39
2164,2199,the story of three loves,6,12,2,166
2165,2200,across the universe,6,12,14,103
2166,2201,bridge to terabithia,6,9,13,64
2167,2202,dark city,10,3,15,193
2168,2203,triangle,10,3,15,193
2169,2204,the nightmare before christmas,12,9,13,41
2170,2205,the secret garden,6,9,13,64
2171,2206,knight of cups,6,12,0,39
2172,2207,gräns,5,6,13,141
2173,2208,the lake house,6,12,0,39
2174,2209,the illusionist,6,12,3,37
2175,2210,somewhere in time,6,12,0,39
2176,2211,ponniyin selvan: part one,6,9,13,64
2177,2212,only lovers left alive,8,6,13,60
2178,2213,nanny mcphee,8,9,13,18
2179,2214,last christmas,8,6,13,60
2180,2215,a ghost story,6,12,0,39
2181,2216,downsizing,6,12,15,181
2182,2217,the fisher king,8,6,13,60
2183,2218,pink floyd: the wall,6,12,2,166
2184,2219,fire in the sky,2,6,13,112
2185,2220,prisoners of the ghostland,4,12,15,164
2186,2221,oxygène,6,12,15,181
2187,2222,what dreams may come,6,12,0,39
2188,2223,durante la tormenta,6,12,3,37
2189,2224,sliding doors,8,6,13,60
2190,2225,la belle époque,8,6,13,60
2191,2226,what women want,8,12,0,14
2192,2227,der himmel über berlin,6,12,0,39
2193,2228,paradise hills,10,3,15,193
2194,2229,tenki no ko,12,6,13,65
2195,2230,drive angry,4,12,4,132
2196,2231,the map of tiny perfect things,8,12,0,14
2197,2232,corpse bride,12,6,9,32
2198,2233,dorian gray,6,12,3,37
2199,2234,monster house,12,10,9,45
2200,2235,drop dead fred,8,6,13,60
2201,2236,mystery men,4,10,13,111
2202,2237,zapped!,8,12,15,22
2203,2238,papurika,12,6,13,65
2204,2239,bewitched,8,12,0,14
2205,2240,before i fall,6,12,3,37
2206,2241,"south park: bigger, longer &amp; uncut",12,10,13,142
2207,2242,the house with a clock in its walls,8,9,13,18
2208,2244,imaginary friends,8,9,13,18
2209,2245,lady in the water,6,12,3,37
2210,2246,powder,6,12,3,37
2211,2247,pete's dragon,4,11,10,12
2212,2248,city of ember,9,9,13,50
2213,2249,knights of the zodiac,4,11,7,27
2214,2250,puss in boots,12,11,10,7
2215,2251,catwoman,4,5,13,171
2216,2252,cloudy with a chance of meatballs 2,12,11,10,7
2217,2253,zardoz,9,12,15,169
2218,2254,stranger than fiction,8,6,13,60
2219,2255,horns,8,5,7,78
2220,2256,the phantom,4,11,10,12
2221,2257,son of the mask,8,9,13,18
2222,2258,elektra,4,11,5,105
2223,2259,tenkû no shiro rapyuta,12,11,9,59
2224,2260,dumbo,9,9,13,50
2225,2261,posledniy bogatyr. koren' zla,9,10,9,31
2226,2262,boku no hero academia: world heroes mission,12,4,11,3
2227,2263,wrath of the titans,4,11,13,4
2228,2264,jack,8,6,13,60
2229,2265,star wars: the clone wars,12,4,11,3
2230,2266,city of angels,6,12,0,39
2231,2267,the adventures of baron munchausen,9,10,13,100
2232,2268,my little pony: a new generation,12,11,10,7
2233,2269,the wiz,9,9,13,50
2234,2270,antz,12,11,10,7
2235,2271,aliens in the attic,9,10,9,31
2236,2272,little monsters,9,10,9,31
2237,2274,the rescuers,12,11,10,7
2238,2275,evan almighty,8,9,13,18
2239,2276,the spongebob movie: sponge on the run,12,11,10,7
2240,2277,tmnt,12,4,11,3
2241,2278,a little princess,6,9,13,64
2242,2279,kimetsu no yaiba: tsuzumi yashiki hen,12,4,13,20
2243,2280,choses secrètes,8,6,13,60
2244,2281,premonition,6,12,3,37
2245,2282,what men want,8,12,0,14
2246,2283,the lord of the rings: the war of the rohirrim,12,4,11,3
2247,2284,"20,000 leagues under the sea",9,6,9,38
2248,2285,mirror mirror,9,10,7,16
2249,2286,garfield,12,11,10,7
2250,2287,a midsummer night's dream,8,12,0,14
2251,2288,the polar express,12,11,10,7
2252,2289,cosmopolis,5,6,13,141
2253,2290,charlotte's web,9,10,9,31
2254,2291,the grinch,12,11,10,7
2255,2292,fistful of vengeance,4,5,7,9
2256,2293,spellbound,12,11,10,7
2257,2294,a wrinkle in time,9,9,13,50
2258,2295,zoom,4,11,10,12
2259,2296,karigurashi no arietty,12,11,7,1
2260,2297,like mike,8,9,13,18
2261,2298,peter rabbit,9,10,5,47
2262,2299,the black cauldron,12,4,11,3
2263,2300,defending your life,8,6,13,60
2264,2301,it's a boy girl thing,8,12,0,14
2265,2302,xanadu,10,7,0,113
2266,2303,beastly,6,12,0,39
2267,2304,isn't it romantic,8,12,6,87
2268,2305,black knight,9,10,13,100
2269,2306,the spirit,4,5,13,171
2270,2307,carousel,6,12,6,87
2271,2308,the rescuers down under,12,11,10,7
2272,2309,black mirror: bandersnatch,6,12,3,37
2273,2310,if i stay,6,12,2,166
2274,2311,inland empire,6,12,3,37
2275,2312,mr. peabody &amp; sherman,12,11,10,7
2276,2313,the family man,8,6,13,60
2277,2314,rogue squadron,4,11,7,27
2278,2316,ruby sparks,8,6,13,60
2279,2317,the jacket,6,12,3,37
2280,2318,waking life,12,6,13,65
2281,2320,untitled taika waititi star wars film,4,11,13,4
2282,2321,the neverending story ii: the next chapter,9,6,9,38
2283,2322,the one i love,8,6,13,60
2284,2323,the siege of robin hood,4,11,13,4
2285,2324,the legend of hercules,4,11,13,4
2286,2325,the brass teapot,8,12,4,176
2287,2326,outside the wire,4,11,13,4
2288,2327,fantasia,12,9,13,41
2289,2328,fire and ice,12,11,13,55
2290,2329,astérix &amp; obélix: mission cléopâtre,9,10,9,31
2291,2330,doctor dolittle,8,9,13,18
2292,2331,la belle et la bête,6,9,13,64
2293,2332,welcome to marwen,2,10,7,53
2294,2333,peter rabbit 2: the runaway,9,10,5,47
2295,2334,alvin and the chipmunks: the squeakquel,12,11,10,7
2296,2335,arthur et les minimoys,12,11,10,7
2297,2337,winnie the pooh,12,11,10,7
2298,2338,the curse of the were-rabbit,12,11,10,7
2299,2339,deathstalker,4,11,13,4
2300,2340,over the moon,12,11,10,7
2301,2341,the spongebob movie: sponge out of water,12,11,10,7
2302,2342,inkheart,9,9,13,50
2303,2343,gong fu yu jia,4,11,10,12
2304,2344,kurenai no buta,12,11,10,7
2305,2345,the last unicorn,12,11,7,1
2306,2346,mortal kombat: annihilation,4,11,13,4
2307,2347,the santa clause,8,6,9,91
2308,2348,the happytime murders,4,10,5,2
2309,2349,aladdin 2,9,10,9,31
2310,2350,dragonheart,4,11,13,4
2311,2351,gnomeo &amp; juliet,12,11,10,7
2312,2352,wolfwalkers,12,11,9,59
2313,2353,the master of disguise,9,10,9,31
2314,2354,harry and the hendersons,8,9,13,18
2315,2355,the man who killed don quixote,9,10,7,16
2316,2356,osmosis jones,12,4,11,3
2317,2357,the indian in the cupboard,6,9,13,64
2318,2358,bedknobs and broomsticks,12,11,10,7
2319,2359,bill &amp; ted's bogus journey,9,10,13,100
2320,2360,supergirl,4,11,13,4
2321,2361,spy kids 4: all the time in the world,4,11,10,12
2322,2362,the sword in the stone,12,11,10,7
2323,2363,the golden voyage of sinbad,4,11,13,4
2324,2364,the lego ninjago movie,12,4,11,3
2325,2365,always,6,12,0,39
2326,2366,season of the witch,4,11,13,4
2327,2367,mugen no jûnin,4,6,13,44
2328,2368,a dog's purpose,9,10,7,16
2329,2369,kubo and the two strings,12,4,11,3
2330,2370,die unendliche geschichte iii: rettung aus phantasien,9,10,9,31
2331,2371,every day,6,12,0,39
2332,2372,the forbidden kingdom,4,11,13,4
2333,2373,wonder park,12,11,10,7
2334,2374,nanny mcphee and the big bang,8,9,13,18
2335,2375,penelope,8,12,0,14
2336,2376,the golden child,4,11,10,12
2337,2377,la double vie de véronique,6,12,2,166
2338,2378,kate &amp; leopold,8,12,0,14
2339,2379,song of the south,12,10,9,45
2340,2380,atrangi re,8,6,13,60
2341,2381,storks,12,11,10,7
2342,2382,suzume no tojimari,12,4,11,3
2343,2383,tomb raider 2,4,11,13,4
2344,2384,ramona and beezus,8,6,9,91
2345,2385,race to witch mountain,4,11,9,116
2346,2386,mighty aphrodite,8,6,13,60
2347,2387,strawberry mansion,9,10,7,16
2348,2388,in the name of the king: a dungeon siege tale,4,11,13,4
2349,2389,siu lam juk kau,4,10,13,111
2350,2390,ghosts of girlfriends past,8,12,0,14
2351,2391,teen witch,8,12,0,14
2352,2392,we're back! a dinosaur's story,12,11,10,7
2353,2393,smurfs: the lost village,12,11,10,7
2354,2394,naked,8,12,0,14
2355,2395,star trek v: the final frontier,4,11,13,4
2356,2396,when we first met,8,12,0,14
2357,2397,birth,6,12,3,37
2358,2398,safety not guaranteed,9,10,7,16
2359,2399,"alexander and the terrible, horrible, no good, very bad day",8,6,9,91
2360,2400,the kid who would be king,4,11,9,116
2361,2401,just my luck,8,12,0,14
2362,2402,a boy called christmas,9,6,9,38
2363,2403,scoob!: holiday haunt,12,11,10,7
2364,2404,ôkami kodomo no ame to yuki,12,6,9,32
2365,2405,the last son,4,11,5,105
2366,2406,left behind,4,12,15,164
2367,2407,alvin and the chipmunks: the road chip,12,11,10,7
2368,2408,the incal,9,10,5,47
2369,2409,heaven can wait,8,12,0,14
2370,2410,kaguya-hime no monogatari,12,6,9,32
2371,2411,neko no ongaeshi,12,11,10,7
2372,2412,the halfway house,6,12,3,37
2373,2413,the borrowers,9,10,9,31
2374,2414,dragonslayer,4,11,13,4
2375,2415,blithe spirit,8,12,0,14
2376,2416,yuk po tuen: tau ching bo gam,8,6,13,60
2377,2417,viy,9,12,3,72
2378,2418,the brave little toaster,12,11,9,59
2379,2419,zookeeper,8,9,13,18
2380,2420,paranorman,12,11,10,7
2381,2421,the pagemaster,12,11,10,7
2382,2422,america: the motion picture,12,4,11,3
2383,2423,mr. magorium's wonder emporium,8,9,13,18
2384,2425,abominable,12,11,10,7
2385,2426,la cité des enfants perdus,6,12,15,181
2386,2427,minnal murali,4,11,10,12
2387,2428,the hudsucker proxy,8,6,13,60
2388,2429,herbie fully loaded,9,10,9,31
2389,2430,supercool,4,10,5,2
2390,2431,bedazzled,8,12,0,14
2391,2432,slumberland,9,10,9,31
2392,2433,zoey's extraordinary christmas,8,6,13,60
2393,2434,seungriho,4,11,7,27
2394,2435,sherlock gnomes,12,11,10,7
2395,2436,nim's island,9,10,7,16
2396,2437,sinbad: legend of the seven seas,12,11,10,7
2397,2438,teenage mutant ninja turtles iii,4,11,10,12
2398,2439,a dog's journey,9,10,7,16
2399,2440,orlando,2,6,13,112
2400,2441,needle in a timestack,6,12,0,39
2401,2442,the nutcracker and the four realms,9,9,13,50
2402,2443,beasts of the southern wild,9,6,13,10
2403,2444,zashchitniki,4,11,10,12
2404,2445,the smurfs 2,12,11,10,7
2405,2446,love on a leash,8,6,13,60
2406,2447,the hungover games,9,10,13,100
2407,2448,my little pony: the movie,12,11,10,7
2408,2449,tuck everlasting,6,9,13,64
2409,2450,phenomenon,6,12,0,39
2410,2451,portrait of jennie,6,12,3,37
2411,2452,mortal,4,11,7,27
2412,2453,ladybug &amp; cat noir: awakening,12,4,11,3
2413,2454,fatman,4,11,10,12
2414,2456,"i, frankenstein",4,12,15,164
2415,2457,l.a. story,8,6,13,60
2416,2458,until we meet again,6,12,0,39
2417,2459,the heavenly kid,8,12,0,14
2418,2460,the convent,8,12,16,22
2419,2461,*batteries not included,8,9,13,18
2420,2462,avatar 3,4,11,13,4
2421,2463,deathstalker ii,4,11,10,12
2422,2464,double dragon,4,11,10,12
2423,2465,legend of the guardians: the owls of ga'hoole,12,4,11,3
2424,2466,dagon,10,15,3,114
2425,2467,the swan princess,12,11,10,7
2426,2468,legend of the white dragon,4,12,15,164
2427,2469,night at the museum: kahmunrah rises again,12,11,10,7
2428,2470,alvin and the chipmunks: chipwrecked,12,11,10,7
2429,2471,fellini - satyricon,6,12,14,103
2430,2472,winter's tale,6,12,3,37
2431,2473,tower of terror,10,15,4,19
2432,2474,bloodrayne,4,12,16,106
2433,2475,arizona dream,8,6,13,60
2434,2476,mr. popper's penguins,8,9,13,18
2435,2477,some girls,8,6,13,60
2436,2478,dave made a maze,9,10,13,100
2437,2479,red lights,6,12,3,37
2438,2480,long story short,8,12,0,14
2439,2482,don't be afraid of the dark,10,15,4,19
2440,2483,green ghost and the masters of the stone,4,11,10,12
2441,2484,teen titans go! to the movies,12,4,11,3
2442,2485,afterlife of the party,8,6,13,60
2443,2486,gedo senki,12,11,13,55
2444,2487,jonah hex,4,6,13,44
2445,2488,my demon lover,8,12,16,22
2446,2489,astro boy,12,4,11,3
2447,2490,candy,9,10,13,100
2448,2491,the old ways,6,12,16,36
2449,2492,the little vampire,9,10,9,31
2450,2493,jûbê ninpûchô,12,4,11,3
2451,2494,the new adventures of pippi longstocking,9,9,13,50
2452,2495,the kid,8,9,13,18
2453,2496,jem and the holograms,9,6,9,38
2454,2497,i kill giants,6,12,4,167
2455,2498,final fantasy: the spirits within,12,4,11,3
2456,2499,slice,8,5,13,178
2457,2500,the ant bully,12,11,10,7
2458,2501,darkness falls,10,15,3,114
2459,2502,highlander: endgame,4,11,13,4
2460,2503,strange magic,12,11,10,7
2461,2504,krampus,8,6,13,60
2462,2507,sutorîto faitâ ii gekijô-ban,12,4,11,3
2463,2508,tales from the darkside: the movie,8,12,16,22
2464,2509,instant karma,8,6,13,60
2465,2510,gothic,6,12,16,36
2466,2511,il fiore delle mille e una notte,8,6,13,60
2467,2512,smallfoot,12,11,10,7
2468,2513,are we there yet?,9,10,9,31
2469,2514,scrooged,8,6,13,60
2470,2515,cronos,6,12,16,36
2471,2516,quest for camelot,12,11,10,7
2472,2517,trollhunters: rise of the titans,12,4,11,3
2473,2518,kanashimi no beradonna,12,6,13,65
2474,2519,la bête,6,12,16,36
2475,2520,the one and only ivan,9,10,7,16
2476,2521,pinocchio: a true story,12,9,13,41
2477,2522,the pirates! in an adventure with scientists!,12,11,10,7
2478,2523,dragon's lair: the movie,12,4,11,3
2479,2524,cats &amp; dogs,4,11,10,12
2480,2525,the zero theorem,8,6,13,60
2481,2526,le petit prince,12,11,7,1
2482,2527,muppets from space,9,10,9,31
2483,2528,the clan of the cave bear,9,6,13,10
2484,2529,young sherlock holmes,9,12,3,72
2485,2530,the legend of bagger vance,6,12,1,166
2486,2531,offseason,6,12,16,36
2487,2532,heavy metal 2000,12,4,11,3
2488,2533,death note: desu nôto,5,6,13,141
2489,2534,street fighter: the legend of chun-li,4,5,13,171
2490,2535,g-force,12,4,11,3
2491,2536,toys,9,10,7,16
2492,2537,knights of badassdom,4,11,10,12
2493,2538,goosebumps 2: haunted halloween,9,10,13,100
2494,2539,kiss me goodbye,8,12,0,14
2495,2540,mighty joe young,4,11,9,116
2496,2541,tooth fairy,8,9,13,18
2497,2542,upside down,6,12,0,39
2498,2543,tideland,6,12,16,36
2499,2544,highway to hell,9,10,13,100
2500,2545,something wicked this way comes,10,3,4,5
2501,2546,camelot,9,10,7,16
2502,2547,missing link,12,11,10,7
2503,2548,my sweet monster,12,11,9,59
2504,2549,byzantium,6,12,16,36
2505,2550,uglies,4,11,7,27
2506,2551,kazaam,8,9,13,18
2507,2552,wonder woman 3,4,11,13,4
2508,2553,gekijouban violet evergarden,12,6,13,65
2509,2554,gekijôban sword art online progressive hoshi naki yoru no aria,12,4,11,3
2510,2555,song of the sea,12,11,7,1
2511,2556,ninja iii: the domination,4,12,4,132
2512,2557,fantastic beasts and where to find them 4,9,9,13,50
2513,2558,hotaru no haka,12,6,12,65
2514,2559,pâfekuto burû,12,5,7,158
2515,2560,the hunchback of notre dame,12,6,9,32
2516,2561,kôkaku kidôtai,12,4,5,62
2517,2562,a christmas story christmas,12,10,7,68
2518,2563,kaze tachinu,12,16,7,63
2519,2564,"shin seiki evangelion gekijô-ban: air/magokoro wo, kimi ni",12,4,7,43
2520,2565,a scanner darkly,12,10,5,190
2521,2566,turbo,12,11,10,7
2522,2567,spies in disguise,12,4,11,3
2523,2568,the fox and the hound,12,11,7,1
2524,2569,lady and the tramp,12,11,10,7
2525,2570,planes,12,11,10,7
2526,2571,spirit: stallion of the cimarron,12,11,7,1
2527,2572,kimi no suizô o tabetai,12,6,9,32
2528,2573,ice age: dawn of the dinosaurs,12,11,10,7
2529,2574,mary and max.,12,10,7,68
2530,2575,ice age: the meltdown,12,11,10,7
2531,2576,surf's up,12,11,10,7
2532,2577,fritz the cat,12,10,7,68
2533,2578,captain underpants: the first epic movie,12,4,11,3
2534,2579,an american tail,12,11,10,7
2535,2580,oliver &amp; company,12,11,10,7
2536,2581,batman: the killing joke,12,4,5,62
2537,2582,mimi wo sumaseba,12,6,9,32
2538,2583,trouble,12,11,10,7
2539,2584,open season,12,11,10,7
2540,2585,naya legend of the golden dolphin,12,4,11,3
2541,2586,bambi,12,11,7,1
2542,2587,titan a.e.,12,4,11,3
2543,2588,loving vincent,12,16,5,163
2544,2589,hoodwinked!,12,11,10,7
2545,2590,extinct,12,11,10,7
2546,2591,rock dog,12,11,10,7
2547,2592,shin evangelion gekijôban,12,4,7,43
2548,2593,anomalisa,12,10,7,68
2549,2594,catwoman: hunted,12,4,5,62
2550,2595,koto no ha no niwa,12,6,0,34
2551,2596,spirit untamed,12,11,10,7
2552,2597,byôsoku 5 senchimêtoru,12,6,9,32
2553,2598,the great mouse detective,12,11,9,59
2554,2599,the peanuts movie,12,11,10,7
2555,2600,ballerina,12,11,10,7
2556,2601,kokuriko-zaka kara,12,10,7,68
2557,2603,the willoughbys,12,11,10,7
2558,2604,coonskin,12,4,10,104
2559,2605,barnyard,12,11,10,7
2560,2606,looney tunes: back in action,12,11,10,7
2561,2607,omoide no mânî,12,6,9,32
2562,2610,the transformers: the movie,12,4,11,3
2563,2611,jimmy neutron: boy genius,12,4,11,3
2564,2612,curious george,12,11,10,7
2565,2613,marmaduke,12,11,10,7
2566,2614,chicken run: dawn of the nugget,12,11,10,7
2567,2615,omohide poro poro,12,6,0,34
2568,2616,the many adventures of winnie the pooh,12,11,10,7
2569,2617,frankenweenie,12,10,7,68
2570,2618,next gen,12,4,11,3
2571,2619,batman: mask of the phantasm,12,4,11,3
2572,2620,balto,12,11,7,1
2573,2621,supurigan,12,4,11,3
2574,2623,rock-a-doodle,12,11,10,7
2575,2624,stuart little 2,12,11,10,7
2576,2625,the last: naruto the movie,12,4,11,3
2577,2626,animal crackers,12,11,10,7
2578,2627,planet 51,12,11,10,7
2579,2628,resident evil: vendetta,12,4,11,3
2580,2629,hop,12,11,10,7
2581,2630,gekijô-ban poketto monsutâ - myûtsû no gyakushû,12,4,11,3
2582,2631,home on the range,12,11,10,7
2583,2632,teenage mutant ninja turtles: the next chapter,12,4,11,3
2584,2633,cowboy bebop: tengoku no tobira,12,4,5,62
2585,2634,a christmas carol,12,11,10,7
2586,2635,monkeybone,12,10,13,142
2587,2636,persepolis,12,16,7,63
2588,2637,an american tail: fievel goes west,12,11,9,59
2589,2638,redline,12,4,15,79
2590,2639,toki o kakeru shôjo,12,11,10,7
2591,2640,memorîzu,12,14,4,69
2592,2641,le sommet des dieux,12,11,7,1
2593,2642,vampire hunter d: bloodlust,12,4,7,43
2594,2643,tom and jerry: the movie,12,11,10,7
2595,2644,the boxtrolls,12,11,10,7
2596,2645,evil toons,12,10,16,161
2597,2646,bigfoot family,12,11,9,59
2598,2647,my father's dragon,12,11,10,7
2599,2648,walking with dinosaurs 3d,12,11,10,7
2600,2649,sgt. stubby: an american hero,12,11,9,59
2601,2650,blaze,12,5,7,158
2602,2651,the wild,12,11,10,7
2603,2652,coyote vs. acme,12,11,10,7
2604,2653,justice society: world war ii,12,4,11,3
2605,2654,blue's big city adventure,12,10,9,45
2606,2655,planes: fire &amp; rescue,12,11,10,7
2607,2656,foodfight!,12,4,11,3
2608,2657,les triplettes de belleville,12,10,7,68
2609,2658,when the wind blows,12,10,7,68
2610,2659,jungle beat: the movie,12,11,10,7
2611,2660,kingsglaive: final fantasy xv,12,4,11,3
2612,2661,starship troopers: traitor of mars,12,4,15,79
2613,2662,fainaru fantajî sebun adobento chirudoren,12,4,11,3
2614,2663,little nemo,12,11,10,7
2615,2664,red shoes and the seven dwarfs,12,4,11,3
2616,2665,happy feet two,12,11,10,7
2617,2666,untitled adventures of tintin sequel,12,4,11,3
2618,2667,berserk: ougon jidai-hen i - haou no tamago,12,4,11,3
2619,2668,gantz: o,12,4,7,43
2620,2669,alpha and omega,12,11,10,7
2621,2670,garfield: a tale of two kitties,12,11,10,7
2622,2671,yellow submarine,12,11,10,7
2623,2672,the spine of night,12,4,11,3
2624,2673,riverdance: the animated adventure,12,11,10,7
2625,2674,the nut job,12,11,10,7
2626,2675,evangelion shin gekijôban: jo,12,4,7,43
2627,2676,made in abyss: fukaki tamashî no reimei,12,11,7,1
2628,2677,pets united,12,11,10,7
2629,2678,finding jesus,12,9,13,41
2630,2679,the adventures of rocky &amp; bullwinkle,12,11,10,7
2631,2680,yôjû toshi,12,4,13,20
2632,2681,batman and harley quinn,12,4,11,3
2633,2682,uglydolls,12,11,10,7
2634,2683,j'ai perdu mon corps,12,6,13,65
2635,2684,boruto: naruto the movie,12,4,11,3
2636,2685,the tale of despereaux,12,11,10,7
2637,2686,heisei tanuki gassen ponpoko,12,10,7,68
2638,2687,joze to tora to sakanatachi,12,6,0,34
2639,2688,samâ uôzu,12,4,11,3
2640,2689,hotarubi no mori e,12,6,13,65
2641,2690,teen titans go! &amp; dc super hero girls: mayhem in the multiverse,12,4,11,3
2642,2691,tôkyô goddofâzâzu,12,11,10,7
2643,2692,once upon a forest,12,11,7,1
2644,2693,nakitai watashi wa neko o kaburu,12,11,7,1
2645,2694,berserk: ougon jidai-hen iii - kourin,12,4,11,3
2646,2695,one piece: stampede,12,4,11,3
2647,2696,jin-rô,12,4,7,43
2648,2697,where is anne frank,12,6,9,32
2649,2698,middle school: the worst years of my life,12,10,9,45
2650,2699,la tortue rouge,12,9,13,41
2651,2700,charming,12,11,10,7
2652,2701,ainbo: spirit of the amazon,12,11,10,7
2653,2702,mortal kombat legends: battle of the realms,12,4,11,3
2654,2704,the amazing world of gumball: the movie,12,11,10,7
2655,2705,yogi bear,12,11,10,7
2656,2706,mirai no mirai,12,11,7,1
2657,2707,batman: soul of the dragon,12,4,11,3
2658,2708,un monstre à paris,12,11,10,7
2659,2709,the rugrats movie,12,11,10,7
2660,2710,fantasia 2000,12,9,13,41
2661,2711,"hansel, gretel i agentstvo magii",12,11,10,7
2662,2712,the secret of kells,12,11,9,59
2663,2713,batman ninja,12,4,15,79
2664,2714,cats don't dance,12,10,9,45
2665,2715,steven universe: the movie,12,4,11,3
2666,2716,pil,12,11,13,55
2667,2717,mars needs moms,12,4,11,3
2668,2718,starship troopers: invasion,12,4,15,79
2669,2719,gnome alone,12,11,10,7
2670,2720,free birds,12,11,10,7
2671,2721,ma vie de courgette,12,10,7,68
2672,2722,baiohazado: damuneshon,12,4,16,162
2673,2723,batman: gotham by gaslight,12,4,11,3
2674,2724,kaisokuou ni ore wa naru,12,4,11,3
2675,2725,kimitachi wa dô ikiru ka,12,11,9,59
2676,2726,constantine: city of demons,12,4,13,20
2677,2727,one piece film: gold,12,4,11,3
2678,2728,it's such a beautiful day,12,10,7,68
2679,2729,the tiger's apprentice,12,4,11,3
2680,2730,foxy trotter,12,10,7,68
2681,2731,the phantom tollbooth,12,11,10,7
2682,2732,escape from planet earth,12,11,10,7
2683,2733,"kimi to, nami ni noretara",12,10,7,68
2684,2734,spider-man: beyond the spider-verse,12,4,11,3
2685,2735,kimetsu no yaiba: natagumo yama hen,12,4,13,20
2686,2736,the spongebob squarepants movie rehydrated,12,11,10,7
2687,2737,gekijouban bishoujo senshi sailor moon eternal,12,4,11,3
2688,2738,bebe's kids,12,10,13,142
2689,2739,sennen joyû,12,6,13,65
2690,2740,baba yaga,12,11,9,59
2691,2741,wonder woman: bloodlines,12,4,13,20
2692,2742,hoodwinked too! hood vs. evil,12,11,10,7
2693,2743,the queen's corgi,12,10,9,45
2694,2744,eiga daisuki pompo-san,12,10,7,68
2695,2745,heavy traffic,12,10,7,68
2696,2746,ratchet &amp; clank,12,4,11,3
2697,2747,mutafukaz,12,4,10,104
2698,2748,stranger: mukô hadan,12,4,11,3
2699,2749,arthur 3: la guerre des deux mondes,12,11,9,59
2700,2750,return to never land,12,11,9,59
2701,2751,the congress,12,6,15,150
2702,2752,eight crazy nights,12,10,6,81
2703,2753,a shaun the sheep movie: farmageddon,12,11,10,7
2704,2754,dragon ball z: doragon bôru z - kami to kami,12,4,11,3
2705,2755,gandahar,12,11,13,55
2706,2756,the thief and the cobbler,12,4,11,3
2707,2757,rugrats in paris: the movie - rugrats ii,12,11,10,7
2708,2758,igor,12,10,9,45
2709,2759,bakemono no ko,12,4,11,3
2710,2760,paw patrol: the mighty movie,12,4,11,3
2711,2761,100% wolf,12,11,10,7
2712,2762,paddington in peru,12,11,10,7
2713,2763,the plague dogs,12,11,7,1
2714,2764,secret of the wings,12,9,13,41
2715,2765,cats &amp; dogs: the revenge of kitty galore,12,4,11,3
2716,2766,ducktales the movie: treasure of the lost lamp,12,11,10,7
2717,2767,snezhnaya koroleva,12,11,9,59
